time,lat,lon,depth,temperature,salinity
2011-11-30,0.0,60.0,5.0,28.944000244140625,35.63499959309896
2011-11-30,0.0,60.0,100.0,21.63133366902669,35.33199946085612
2011-11-30,0.0,60.0,500.0,9.807999928792318,34.99500020345052
2011-11-30,0.0,80.0,5.0,29.602333068847656,35.08866628011068
2011-11-30,0.0,80.0,100.0,22.84833272298177,35.36633173624674
2011-11-30,0.0,80.0,500.0,9.697999954223633,35.013665517171226
2011-11-30,0.0,100.0,5.0,,
2011-11-30,0.0,100.0,100.0,,
2011-11-30,0.0,100.0,500.0,,
2011-12-31,0.0,60.0,5.0,28.298333485921223,35.45733388264974
2011-12-31,0.0,60.0,100.0,20.498999913533527,35.324334462483726
2011-12-31,0.0,60.0,500.0,9.84333324432373,34.97866694132487
2011-12-31,0.0,80.0,5.0,29.143666585286457,34.73366673787435
2011-12-31,0.0,80.0,100.0,23.450999577840168,35.384334564208984
2011-12-31,0.0,80.0,500.0,9.754666964213053,34.99533462524414
2011-12-31,0.0,100.0,5.0,,
2011-12-31,0.0,100.0,100.0,,
2011-12-31,0.0,100.0,500.0,,
2012-01-31,0.0,60.0,5.0,28.167333602905273,35.53200022379557
2012-01-31,0.0,60.0,100.0,19.742333730061848,35.31733322143555
2012-01-31,0.0,60.0,500.0,9.95533307393392,34.999000549316406
2012-01-31,0.0,80.0,5.0,28.55400021870931,34.58399963378906
2012-01-31,0.0,80.0,100.0,22.39033381144206,35.2749989827474
2012-01-31,0.0,80.0,500.0,9.807666460673014,35.009665171305336
2012-01-31,0.0,100.0,5.0,,
2012-01-31,0.0,100.0,100.0,,
2012-01-31,0.0,100.0,500.0,,
2012-02-29,0.0,60.0,5.0,28.472333272298176,35.404666900634766
2012-02-29,0.0,60.0,100.0,20.35166613260905,35.33199946085612
2012-02-29,0.0,60.0,500.0,10.133333524068197,34.99566650390625
2012-02-29,0.0,80.0,5.0,28.639333089192707,34.38100051879883
2012-02-29,0.0,80.0,100.0,21.10700035095215,35.21666717529297
2012-02-29,0.0,80.0,500.0,9.899333318074545,35.01266606648763
2012-02-29,0.0,100.0,5.0,,
2012-02-29,0.0,100.0,100.0,,
2012-02-29,0.0,100.0,500.0,,
2012-03-31,0.0,60.0,5.0,28.948333104451496,35.311667124430336
2012-03-31,0.0,60.0,100.0,22.460333506266277,35.36066563924154
2012-03-31,0.0,60.0,500.0,10.140666643778482,35.0033327738444
2012-03-31,0.0,80.0,5.0,29.435333887736004,34.3066660563151
2012-03-31,0.0,80.0,100.0,21.861666997273762,35.198333740234375
2012-03-31,0.0,80.0,500.0,9.861666997273764,34.997666676839195
2012-03-31,0.0,100.0,5.0,,
2012-03-31,0.0,100.0,100.0,,
2012-03-31,0.0,100.0,500.0,,
